slug,title,year,runtime_mins,genres,countries,languages,avg_rating,num_ratings,num_reviews,directors,cast,themes,letterboxd_url,date_scraped,lists,num_lists_appeared_in
to-wong-foo-thanks-for-everything-julie-newmar,Letterboxd — Your life in film,,108,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements|Funny jokes and crude humor",https://letterboxd.com/film/to-wong-foo-thanks-for-everything-julie-newmar/,2026-05-03T15:45:32+00:00,ultimate_comfort,1
tommy,Letterboxd — Your life in film,,111,,UK,English,,,,,,"Song and dance|Humanity and the world around us|Legendary musicians and stardom|Dazzling vocal performances and musicals|Dreamlike, quirky, and surreal storytelling|Fascinating, emotional stories and documentaries|Emotional life of renowned artists",https://letterboxd.com/film/tommy/,2026-05-03T15:45:34+00:00,ultimate_comfort,1
toy-story,Letterboxd — Your life in film,,81,,USA,English,,,,,,Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Fairy-tale fantasy and enchanted magic|Emotional and captivating fantasy storytelling|Adorable animals and heartwarming families,https://letterboxd.com/film/toy-story/,2026-05-03T15:45:36+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
trading-places,Letterboxd — Your life in film,,116,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/trading-places/,2026-05-03T15:45:38+00:00,ultimate_comfort,1
treasure-planet,Letterboxd — Your life in film,,96,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Epic heroes|Action-packed space and alien sagas|Kids' animated fun and adventure|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families",https://letterboxd.com/film/treasure-planet/,2026-05-03T15:45:40+00:00,ultimate_comfort,1
tremors,Letterboxd — Your life in film,,96,,USA,English,,,,,,"Horror, the undead and monster classics|Crude humor and satire|Sci-fi horror, creatures, and aliens|Sci-fi monster and dinosaur adventures|Survival horror and zombie carnage|Gory, gruesome, and slasher horror|Action comedy and silly heroics",https://letterboxd.com/film/tremors/,2026-05-03T15:45:42+00:00,ultimate_comfort,1
trolls,Letterboxd — Your life in film,,92,,USA,English,,,,,,Song and dance|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Adorable animals and heartwarming families|Dazzling vocal performances and musicals,https://letterboxd.com/film/trolls/,2026-05-03T15:45:44+00:00,ultimate_comfort,1
true-grit-2010,Letterboxd — Your life in film,,110,,USA,English,,,,,,"Westerns|Wild west outlaws and gunfights|Western frontier dramas with a touch of humor|Violent action, guns, and crime|Gritty crime and ruthless gangsters",https://letterboxd.com/film/true-grit-2010/,2026-05-03T15:45:46+00:00,ultimate_comfort,1
twilight-2008,Letterboxd — Your life in film,,122,,UK|USA,English,,,,,,Underdogs and coming of age|Bloody vampire horror|Emotional teen coming-of-age stories|Passion and romance|Captivating relationships and charming romance|Erotic relationships and desire,https://letterboxd.com/film/twilight-2008/,2026-05-03T15:45:48+00:00,ultimate_comfort,1
twister,Letterboxd — Your life in film,,113,,USA,English,,,,,,Epic heroes|Adrenaline-fueled action and fast cars|Superheroes in action-packed battles with villains|Dangerous technology and the apocalypse,https://letterboxd.com/film/twister/,2026-05-03T15:45:50+00:00,ultimate_comfort,1
ultraviolet,Letterboxd — Your life in film,,87,,Hong Kong|USA,English|Japanese|Vietnamese,,,,,,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|Intense combat and martial arts|Thought-provoking sci-fi action and future technology|Superheroes in action-packed battles with villains|Bloody vampire horror|Explosive and action-packed heroes vs. villains",https://letterboxd.com/film/ultraviolet/,2026-05-03T15:45:52+00:00,ultimate_comfort,1
the-usual-suspects,Letterboxd — Your life in film,,106,,USA,English|Spanish|French|Hungarian,,,,,,"Crime, drugs and gangsters|High speed and special ops|Thrillers and murder mysteries|Intriguing and suspenseful murder mysteries|Suspenseful crime thrillers|Noir and dark crime dramas|Heists and thrilling action|Gritty crime and ruthless gangsters",https://letterboxd.com/film/the-usual-suspects/,2026-05-03T15:45:55+00:00,ultimate_comfort,1
v-for-vendetta,Letterboxd — Your life in film,,132,,Germany|UK|USA,English,,,,,,"High speed and special ops|Humanity and the world around us|Epic heroes|Politics and human rights|Politics, propaganda, and political documentaries|Powerful poetic and passionate drama|Intense political and terrorist thrillers|Superheroes in action-packed battles with villains|Riveting political and presidential drama",https://letterboxd.com/film/v-for-vendetta/,2026-05-03T15:45:57+00:00,ultimate_comfort,1
velvet-goldmine,Letterboxd — Your life in film,,123,,UK|USA,English,,,,,,"Humanity and the world around us|Song and dance|Emotional life of renowned artists|Legendary musicians and stardom|Dreamlike, quirky, and surreal storytelling|Erotic relationships and desire|Surreal and thought-provoking visions of life and death",https://letterboxd.com/film/velvet-goldmine/,2026-05-03T15:45:59+00:00,ultimate_comfort,1
venom-2018,Letterboxd — Your life in film,,112,,China|USA,English|Chinese|Malay,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Crude humor and satire|Epic heroes|Superheroes in action-packed battles with villains|Action comedy and silly heroics|Action-packed space and alien sagas|Explosive and action-packed heroes vs. villains",https://letterboxd.com/film/venom-2018/,2026-05-03T15:46:01+00:00,ultimate_comfort,1
a-walk-to-remember,Letterboxd — Your life in film,,102,,USA,English,,,,,,Moving relationship stories|Underdogs and coming of age|Faith and religion|Heartfelt and sentimental family stories|Emotional teen coming-of-age stories|Emotional and heartfelt family dramas|Teen school antics and laughter|Emotional LGBTQ relationships,https://letterboxd.com/film/a-walk-to-remember/,2026-05-03T15:46:03+00:00,ultimate_comfort,1
walle,Letterboxd — Your life in film,,98,,USA,English,,,,,,"Humanity and the world around us|Monsters, aliens, sci-fi and the apocalypse|Action-packed space and alien sagas|Emotional and captivating fantasy storytelling|Imaginative space odysseys and alien encounters|Thought-provoking sci-fi action and future technology|Adorable animals and heartwarming families",https://letterboxd.com/film/walle/,2026-05-03T15:46:05+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
waynes-world,Letterboxd — Your life in film,,94,,USA,English|Cantonese,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Catchy songs and hilarious musical comedy|Teen school antics and laughter|Amusing jokes and witty satire",https://letterboxd.com/film/waynes-world/,2026-05-03T15:46:07+00:00,ultimate_comfort,1
west-side-story,Letterboxd — Your life in film,,153,,USA,English|Spanish,,,,,,Song and dance|Dazzling vocal performances and musicals|Dance rhythms and catchy tunes|Passion and romance|Bollywood emotional dramas|Captivating relationships and charming romance,https://letterboxd.com/film/west-side-story/,2026-05-03T15:46:09+00:00,ultimate_comfort,1
what-dreams-may-come,Letterboxd — Your life in film,,113,,USA,English,,,,,,Moving relationship stories|Humanity and the world around us|Faith and religion|Surreal and thought-provoking visions of life and death|Powerful stories of heartbreak and suffering|Heartfelt and sentimental family stories|Emotional and captivating fantasy storytelling|Heartbreaking and moving family drama,https://letterboxd.com/film/what-dreams-may-come/,2026-05-03T15:46:12+00:00,comfort_izzy|ultimate_comfort,2
what-we-do-in-the-shadows,Letterboxd — Your life in film,,86,,New Zealand|USA,English|German,,,,,,"Crude humor and satire|Funny jokes and crude humor|Bloody vampire horror|Gags, jokes, and slapstick humor|Spooky, scary comedy|Amusing jokes and witty satire",https://letterboxd.com/film/what-we-do-in-the-shadows/,2026-05-03T15:46:14+00:00,comfort_izzy|ultimate_comfort,2
when-harry-met-sally,Letterboxd — Your life in film,,96,,USA,English,,,,,,"Relationship comedy|Crude humor and satire|Moving relationship stories|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships|Gags, jokes, and slapstick humor|Emotional LGBTQ relationships",https://letterboxd.com/film/when-harry-met-sally/,2026-05-03T15:46:16+00:00,comfort_izzy|empire_feelgood|ultimate_comfort,3
white-christmas,Letterboxd — Your life in film,,120,,USA,English,,,,,,Song and dance|Dazzling vocal performances and musicals|Holiday joy and heartwarming Christmas|Dance rhythms and catchy tunes|Catchy songs and hilarious musical comedy|Charming romances and delightful chemistry,https://letterboxd.com/film/white-christmas/,2026-05-03T15:46:18+00:00,ultimate_comfort,1
who-framed-roger-rabbit,Letterboxd — Your life in film,,104,,USA,English,,,,,,"Crude humor and satire|Thrillers and murder mysteries|Kids' animated fun and adventure|Gags, jokes, and slapstick humor|Noir and dark crime dramas|Fairy-tale fantasy and enchanted magic|Emotional and captivating fantasy storytelling",https://letterboxd.com/film/who-framed-roger-rabbit/,2026-05-03T15:46:20+00:00,ultimate_comfort,1
willy-wonka-the-chocolate-factory,Letterboxd — Your life in film,,100,,USA,English|French|Italian|German,,,,,,"Song and dance|Fairy-tale fantasy and enchanted magic|Dreamlike, quirky, and surreal storytelling|Dazzling vocal performances and musicals|Holiday joy and heartwarming Christmas",https://letterboxd.com/film/willy-wonka-the-chocolate-factory/,2026-05-03T15:46:22+00:00,comfort_izzy|ultimate_comfort,2
the-wizard-of-oz-1939,Letterboxd — Your life in film,,102,,USA,English,,,,,,Song and dance|Fairy-tale fantasy and enchanted magic|Dazzling vocal performances and musicals|Emotional and captivating fantasy storytelling|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families,https://letterboxd.com/film/the-wizard-of-oz-1939/,2026-05-03T15:46:24+00:00,comfort_izzy|ultimate_comfort,2
wonder-boys,Letterboxd — Your life in film,,107,,Germany|Japan|UK|USA,English,,,,,,"Crude humor and satire|Relationship comedy|Humanity and the world around us|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships|Student coming-of-age challenges",https://letterboxd.com/film/wonder-boys/,2026-05-03T15:46:26+00:00,ultimate_comfort,1
working-girl,Letterboxd — Your life in film,,114,,USA,English|German,,,,,,"Relationship comedy|Crude humor and satire|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Catchy songs and hilarious musical comedy|Gags, jokes, and slapstick humor",https://letterboxd.com/film/working-girl/,2026-05-03T15:46:28+00:00,ultimate_comfort,1
the-worlds-end,Letterboxd — Your life in film,,109,,UK|USA,English,,,,,,"Crude humor and satire|Monsters, aliens, sci-fi and the apocalypse|Underdogs and coming of age|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Action comedy and silly heroics|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/the-worlds-end/,2026-05-03T15:46:30+00:00,ultimate_comfort,1
wreck-it-ralph,Letterboxd — Your life in film,,101,,USA,English,,,,,,Crude humor and satire|Kids' animated fun and adventure|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families,https://letterboxd.com/film/wreck-it-ralph/,2026-05-03T15:46:33+00:00,ultimate_comfort,1
youve-got-mail,Letterboxd — Your life in film,,119,,USA,English,,,,,,Relationship comedy|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Heartfelt and sentimental family stories|Holiday joy and heartwarming Christmas|Captivating relationships and charming romance,https://letterboxd.com/film/youve-got-mail/,2026-05-03T15:46:35+00:00,comfort_izzy|ultimate_comfort,2
young-frankenstein,Letterboxd — Your life in film,,106,,USA,English|German,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Spooky, scary comedy|Amusing jokes and witty satire|Chilling experiments and classic monster horror",https://letterboxd.com/film/young-frankenstein/,2026-05-03T15:46:37+00:00,ultimate_comfort,1
your-name,Letterboxd — Your life in film,,106,,Japan,Japanese,,,,,,Humanity and the world around us|Moving relationship stories|Emotional and captivating fantasy storytelling|Captivating relationships and charming romance|Heartfelt and sentimental family stories|Tragic sadness and captivating beauty|Surreal and thought-provoking visions of life and death,https://letterboxd.com/film/your-name/,2026-05-03T15:46:39+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
before-sunrise,Letterboxd — Your life in film,,101,,Austria|USA,English|German|French,,,,,,Moving relationship stories|Captivating relationships and charming romance|Charming romances and delightful chemistry|Passion and romance|Surreal and thought-provoking visions of life and death|Heartfelt and sentimental family stories,https://letterboxd.com/film/before-sunrise/,2026-05-03T15:46:41+00:00,comfort_boze|comfort_izzy|heartwarming,3
mean-girls,Letterboxd — Your life in film,,97,,USA,English|Swahili|German|Vietnamese,,,,,,"Underdogs and coming of age|Crude humor and satire|Teen school antics and laughter|Funny jokes and crude humor|Student coming-of-age challenges|Amusing jokes and witty satire|Gags, jokes, and slapstick humor",https://letterboxd.com/film/mean-girls/,2026-05-03T15:46:43+00:00,comfort_izzy,1
